石首	-3.2911000628554
人民代表大会	-3.3804278360928
武汉市	-3.4212777755426
涓	-3.6663507100917
锛	-3.6783458356885
甚么	-3.7100722557788
紝	-3.7125254834425
本级	-3.7449424827106
全国人民代表大会	-3.757492628959
却是	-3.8869611514803
人民代表大会常务委员会	-3.8916653543385
平方千米	-3.9196302682337
紫文	-3.933294592541
銆	-3.9349088412228
全国人大常委会	-3.9381554510892
中国共产党	-3.9443408280201
第一次	-3.9653744141591
殑	-3.9727765755319
石首市	-3.9901548268733
全国人民代表大会常务委员会	-4.00160689403
鐨	-4.007963071062
剉	-4.0109910696829
是不是	-4.0264560764395
一中	-4.0314768778146
更是	-4.0554330136658
行政区划	-4.0719150095248
的话	-4.0752534481171
洪山区	-4.0911814060762
令狐冲	-4.0988252582191
检察长	-4.1035687023617
天门	-4.1135891862011
浠	-4.117359945569
年间	-4.120686432314
这件	-4.1355347237241
校名	-4.1363252485966
藕	-4.1540911067402
大明	-4.1575046572193
屽	-4.1627283728534
第一个	-4.1669530606609
是从	-4.171004941344
鏄	-4.1741228009971
长江大桥	-4.1925264623931
江夏区	-4.1932024072485
本行政区域	-4.1934279561925
负责人	-4.2081123169063
槸	-4.2145777757404
杩	-4.2342006633983
澶	-4.2395616221616
原种	-4.2555324790462
总人口	-4.261033266771
幺	-4.2664711371002
一大	-4.2672726651319
簡	-4.2708979608813
亿美元	-4.271437624799
一会	-4.2767347928296
涔	-4.2852912367005
十堰市	-4.2890707773995
荆州市	-4.2900560513186
有利于	-4.2911848225373
竴	-4.2948737230334
本次	-4.2961579856211
屾	-4.2973027493334
第二次	-4.2973027493334
午门	-4.3017674309813
鍙	-4.304818182486
鏈	-4.3075969746421
爹爹	-4.30877233255
袁承志	-4.3103936611939
鍦	-4.3117247197319
一类	-4.315593075739
宜昌市	-4.322826461246
老河	-4.3286395773816
大清	-4.3287936098294
屼	-4.3317306543588
笉	-4.3320409755452
没想到	-4.334375479367
一招	-4.3348438897829
马克思主义	-4.3381369852218
万公顷	-4.3411381228806
之际	-4.3444794781135
总面积	-4.3509159720928
胡秉宸	-4.3567915225693
建有	-4.3622481783627
佸	-4.3634145175918
俺	-4.3645839975727
武昌区	-4.3684488994907
哊	-4.3738840206506
一回	-4.3825149581645
之类	-4.3853134824314
之内	-4.3861917324413
留在	-4.3868956134413
中央人民政府	-4.392568111807
胡斐	-4.3927465767702
此人	-4.3943560702068
鈥	-4.3957917557519
一对	-4.3970518857027
最高人民检察院	-4.4043236249782
有没有	-4.4059766827309
国家机关	-4.4067133995859
一处	-4.4106018007989
怎么样	-4.411160139614
黄石市	-4.411160139614
科学技术	-4.4126525619827
鍚	-4.4128394759008
鍒	-4.4154647527838
剩余价值	-4.4160293827423
工作人员	-4.4160293827423
组成部分	-4.4173497144317
流通股	-4.4182952721358
般的	-4.4247802465536
千步	-4.4364660048788
郧阳	-4.4382463081403
一门	-4.4416291459507
江汉平原	-4.4440329960837
麋鹿	-4.4446360433668
鍏	-4.4496942706125
车程	-4.4527577289902
鎴	-4.4531678276816
鏉	-4.4556365855293
示范区	-4.4574974073893
陈家洛	-4.4593662366355
黑鱼	-4.4599909710735
鱼肚	-4.4614521891659
中华人民共和国中央军事委员会	-4.4637583685174
一个个	-4.4660768594889
剅	-4.4675587333972
旅游区	-4.4694714599229
万美元	-4.4705377371143
中国队	-4.4716066386677
职司	-4.4722492446767
万平方米	-4.4828820163873
图册	-4.487297860043
李莫愁	-4.4881864424131
剑法	-4.4886314163065
生产总值	-4.4917590649819
这时候	-4.492432215954
郭祥	-4.492432215954
负责制	-4.4964931809585
購	-4.5058874136373
增加值	-4.5091423125702
十八年	-4.5096092959291
冯保	-4.5107789558925
什么样	-4.5119517745418
岃	-4.5119517745418
市场经济	-4.5126569890111
马朝旭	-4.5131277689834
南京长江大桥	-4.5166749802246
回过	-4.5171501383485
大学士	-4.5171501383485
十五年	-4.519533758393
经济特区	-4.5200120563289
点点头	-4.5219305331401
孝感市	-4.5224114794593
黄冈市	-4.5238575223554
建筑群	-4.5343641741309
鍑	-4.5360988762223
家中	-4.5370932544058
大国	-4.5385891036983
胪	-4.5385891036983
自成	-4.5395892065741
瀹	-4.5400901229871
这方面	-4.5410936924271
半晌	-4.5420995862917
傚	-4.5423514242123
华表	-4.5448778681138
张无忌	-4.5448778681138
万平方公里	-4.5474190952703
蒯祥	-4.556953085873
钱谦益	-4.5574744478587
垜	-4.5579964364815
鏃	-4.5587805976609
行政区域	-4.5593041594867
缁	-4.5595661772817
清政府	-4.5621950865312
湁	-4.5621950865312
勫	-4.5664347246607
湪	-4.5699101684247
諲	-4.5728728089377
沔	-4.5791335084475
人口数	-4.5802315987466
蹇	-4.5802315987466
黄州	-4.5816081275754
繖	-4.581883957678
丐帮	-4.5871582923381
中华门	-4.5877172299724
鄂州市	-4.5877172299724
仙桃市	-4.5879969687788
荆门市	-4.5879969687788
垱	-4.5893983720016
咸宁市	-4.5899602019401
瞅	-4.5910860469826
湖北省人民政府	-4.5919323502356
天鹅洲	-4.5924974700055
综合性	-4.5924974700055
亿立方米	-4.593063326088
鍐	-4.5947653314613
欧阳锋	-4.599624221362
鎵	-4.5999117384078
第二个	-4.6001994459254
全国政协	-4.6027974266453
穴道	-4.6027974266453
国务委员	-4.6042474930406
粑	-4.605411042248
顾里	-4.6077475346726
周伯通	-4.609802328214
积极性	-4.609802328214
萧峰	-4.6118668899107
一本	-4.6124585718577
设在	-4.6130510610109
全境	-4.6145358299166
粬	-4.615429133931
这天	-4.616623071403
明永乐	-4.6178203002298
首辅	-4.6190208386084
师哥	-4.6196223546075
户部	-4.6196223546075
婶	-4.6241604782608
中纺	-4.627212454854
郭襄	-4.6290539889852
綘	-4.6302860308949
黄金周	-4.6305945882663
刘宗敏	-4.6330709712092
笅	-4.6358738854469
代表大会	-4.6368122246277
慧梅	-4.6393244195252
任何人	-4.6428025883169
几十年	-4.6450305604977
国民政府	-4.6456692289685
傛	-4.6475908891034
蕲	-4.6479119940954
信息化	-4.6491987935017
嶅	-4.6491987935017
一小	-4.6508126730323
说来	-4.651136169868
古建筑	-4.6534074200004
炕	-4.6560177628366
鐪	-4.6563451616322
篘	-4.6583147544951
黄陂	-4.658973275443
两院制	-4.6616173900452
竞争力	-4.6616173900452
极了	-4.6619490391502
笔架山	-4.6629455087619
備	-4.6632781740267
文理学院	-4.6646113891394
勬	-4.6659487096169
须弥座	-4.6662836841664
段誉	-4.6689728226772
池河	-4.6696477171128
堝	-4.6703236619682
尖椒	-4.6710006605182
楚源	-4.6716787160531
产业化	-4.6781735991279
鏂	-4.6792080445917
厮	-4.6823262473269
中轴线	-4.6844175570594
滄	-4.6851169042023
一分	-4.6868702149482
丁能通	-4.6879256091053
中国政府	-4.6882779778726
几下	-4.6893368028145
二十年	-4.690044122974
老营	-4.6903982155186
御道	-4.6918174797945
宋献策	-4.6925288550263
国师	-4.6946699989618
在校	-4.6950278848344
磕头	-4.6953860658707
摇摇头	-4.6957445425579
湴	-4.6957445425579
一间	-4.6961033153845
後	-4.6964623848402
岀	-4.7004318676477
我会	-4.7011575060486
湿地	-4.7018843589076
細	-4.7018843589076
三面	-4.7022482420307
鐗	-4.7022482420307
曼桢	-4.7026124302968
鍔	-4.7026124302968
师范学院	-4.7029769242182
起义军	-4.7033417243085
余种	-4.7044379667464
中山公园	-4.7055369833141
鍗	-4.7066387880875
县级市	-4.7070066783949
开来	-4.7077433952499
如果说	-4.7088508190932
苏维埃政府	-4.7088508190932
两地	-4.7092205887894
閲	-4.7092205887894
黄依依	-4.7095906735855
夊	-4.7107028239548
军中	-4.7110741745392
傗	-4.7118178296556
工程学院	-4.7136825576467
多尔衮	-4.7140564659624
禀报	-4.7159308516165
音乐堂	-4.7166828768813
魦	-4.7193252677997
国防委员会	-4.7212225817912
璁	-4.7216030412828
鍥	-4.7216030412828
岳不群	-4.7219838343645
焖	-4.7231282210133
一团	-4.7238928241719
所用	-4.7254260807755
廷杖	-4.726194743776
洪七公	-4.726194743776
狄云	-4.7277361632536
石破天	-4.728122374468
我家	-4.7304468821506
创建者	-4.7308355125854
郢	-4.7323935213663
嗗	-4.732783898455
李太后	-4.7331746267601
华中科技大学	-4.7343489253086
丽鹃	-4.7359196123078
五间	-4.7363131732608
太和殿	-4.7374960005428
中华人民共和国宪法	-4.7378909932775
陕西省	-4.7378909932775
秦震	-4.7382863455869
长江流域	-4.7382863455869
一八	-4.7390781315526
不小	-4.7406660473323
组织法	-4.7442602290757
鎶	-4.746672982403
毛泽东思想	-4.7474802214494
文华	-4.7478844043375
鳙	-4.7478844043375
嶆	-4.7490992148691
国民革命军	-4.7503174330085
第一批	-4.7503174330085
兘	-4.7523554211777
师太	-4.7527641689555
自由人	-4.7527641689555
市辖区	-4.7531733017997
沔阳	-4.7531733017997
私信	-4.7531733017997
编辑者	-4.7531733017997
定为	-4.7535828204362
自治机关	-4.7535828204362
莲蓬	-4.7535828204362
大展宏图	-4.7572859696728
鍛	-4.7576993866311
省辖市	-4.7581131975074
监利	-4.7593570011697
闃	-4.7593570011697
搜狗	-4.7601881870348
学院路	-4.7610209667375
熷	-4.7622731381438
潵	-4.7626913321886
封建王朝	-4.763109929312
恩施市	-4.763109929312
同一个	-4.7635289302918
鮠	-4.7639483359081
潜江市	-4.7656300204175
这家	-4.7656300204175
九曲回肠	-4.7660514609958
五四运动	-4.7660514609958
火炬计划	-4.7660514609958
瓙	-4.7660514609958
朱翊钧	-4.7664733109386
示范县	-4.7668955710417
共产主义	-4.7673182421037
宸	-4.7673182421037
千公顷	-4.7677413249252
万多亩	-4.7681648203092
南环路	-4.7685887290612
白沙洲	-4.7685887290612
嬪	-4.7707145016946
欎	-4.7707145016946
中央军事委员会	-4.7715677327783
躬身	-4.7732792403407
鎯	-4.7732792403407
中日	-4.7767226239445
谢逊	-4.778888685701
笂	-4.7815023013037
跺	-4.7832534911034
庞文	-4.7854524552034
姝	-4.7863351678689
运营商	-4.7863351678689
鹧鸪	-4.7867771979141
万立方米	-4.7876626100085
兀自	-4.7889941219822
赵志敬	-4.7889941219822
名胜区	-4.7894388680343
建于	-4.7898840700025
黄药师	-4.7930133283926
解放战争	-4.7939115592855
闂	-4.7943613723572
一出	-4.7948116517982
闄	-4.7948116517982
封建社会	-4.7957136136632
正桥	-4.7957136136632
乔峰	-4.7970700785303
拚	-4.7970700785303
世钧	-4.7984307934249
玄德	-4.7984307934249
东北部	-4.7988853141173
江苏省	-4.7997957850627
从来不	-4.8002517373165
娌	-4.8007081687636
门人	-4.8007081687636
浼	-4.8016224732737
鐢	-4.8025387066977
阶级斗争	-4.8025387066977
季风气候	-4.8029975492992
第六次	-4.8034568771917
氣	-4.8048377829081
鑰	-4.8048377829081
岄	-4.8052990622737
第一部	-4.8052990622737
金水河	-4.8071490948132
海萍	-4.8076128369629
叩头	-4.8085418094709
进深	-4.8090070419545
二位	-4.8108729717074
纯收入	-4.8122776990191
广东省	-4.8132167144809
滃	-4.8132167144809
偅	-4.8136869846751
中华人民共和国国务院	-4.8146290555042
乡镇企业	-4.8160460044998
毛主席纪念堂	-4.8160460044998
可变资本	-4.8169932120332
樻	-4.8169932120332
张翠山	-4.8174675916346
不语	-4.8184179081667
吴为	-4.8198472933799
霳	-4.8208028371799
佹	-4.8212813986409
报上	-4.8232009353875
轻轻地	-4.8232009353875
房中	-4.8236821481591
童贯	-4.8256123490337
象是	-4.8260962426569
叶大鹰	-4.8265806760389
第五次	-4.8280372268125
岳灵	-4.8285238313249
第三次	-4.8290109816641
嗭	-4.8304757199224
万千瓦	-4.8319454150032
地级市	-4.8319454150032
左良玉	-4.833912777289
径流量	-4.8353941697949
这点	-4.835889092335
鍘	-4.835889092335
閮	-4.835889092335
李文秀	-4.8363845795329
第一届	-4.8368806326787
政治权利	-4.8373772530666
煨	-4.8373772530666
阿朱	-4.8378744419954
杭天醉	-4.8388705306933
陈友谅	-4.8393694330824
嗕	-4.8403689605245
土家	-4.8403689605245
杜鹃花	-4.8428778899858
一灯	-4.8433814198763
韩子奇	-4.8433814198763
杨诚	-4.8438855342473
陆无双	-4.8448955218698
决计	-4.8454013978523
顾秋水	-4.8459078637778
鏅	-4.8469225709728
一来	-4.847430815012
嶈	-4.8479396545335
一则	-4.8489591256164
马扩	-4.8489591256164
一院制	-4.8510052753703
梍	-4.8510052753703
杨嗣昌	-4.851518322662
决不能	-4.8530611110763
籗	-4.8530611110763
房县	-4.8540926899031
旅游局	-4.8540926899031
牛金星	-4.8540926899031
篃	-4.8540926899031
鲢	-4.8546093996391
叶莲子	-4.8551267248723
犲	-4.8551267248723
三十年	-4.8561632277077
犳	-4.8561632277077
十一届三中全会	-4.856682408262
杨溥	-4.856682408262
入学率	-4.8572022102174
宝钗	-4.8582436842942
戝	-4.8587653594103
东北大学	-4.8592876619169
明叔	-4.8592876619169
傝	-4.8598105933249
夋	-4.8608583489161
老山	-4.8608583489161
一品	-4.8613831761485
鎬	-4.8613831761485
一首	-4.8624347371511
人民英雄纪念碑	-4.8624347371511
邓小平理论	-4.8624347371511
咦	-4.8634888504887
我校	-4.8634888504887
重檐	-4.8640168681609
鍜	-4.8640168681609
新石器	-4.8661353820297
周芷若	-4.867731076961
娑	-4.8687981401069
虘	-4.8693326564598
锜	-4.8693326564598
多万	-4.8698678314898
姹	-4.8704036668223
不变资本	-4.8709401640887
一家人	-4.8714773249264
国家森林公园	-4.8714773249264
他家	-4.8720151509789
王语	-4.8720151509789
一所	-4.8725536438959
重庆市	-4.8725536438959
鹿子霖	-4.8730928053331
这一下	-4.8757986987091
隆中	-4.8757986987091
黄家	-4.8757986987091
头陀	-4.8768857943503
是因为	-4.8768857943503
勮	-4.8774303643049
古希腊	-4.8779756179633
王夫人	-4.8779756179633
熸	-4.8785215570445
箢	-4.8801635041115
閭	-4.8801635041115
一队	-4.8807122022033
江面	-4.8807122022033
间接选举	-4.8812615944106
中华鲟	-4.8818116824916
藉	-4.8818116824916
襄州	-4.8818116824916
鄂西北	-4.8818116824916
这回	-4.8823624682114
华中师范大学	-4.8829139533419
繕	-4.8829139533419
产于	-4.8834661396616
糍粑	-4.8834661396616
开出	-4.8840190289557
总队长	-4.8840190289557
数日	-4.8840190289557
安乡	-4.8845726230166
经济作物	-4.8845726230166
勪	-4.8851269236431
远安	-4.8851269236431
闈	-4.8851269236431
内城	-4.8862376518237
阳新	-4.8862376518237
十七年	-4.8873512280284
庢	-4.8873512280284
星火计划	-4.8873512280284
辇	-4.8873512280284
嬫	-4.8879090887113
生产方式	-4.8879090887113
万公斤	-4.8884676669001
中密度	-4.8884676669001
差额选举	-4.8884676669001
江夏郡	-4.8884676669001
北门	-4.8890269644428
钟祥市	-4.8890269644428
静静地	-4.8890269644428
劳动人民文化宫	-4.8895869831947
新华门	-4.8901477250181
天河机场	-4.8907091917827
中央委员会	-4.8912713853653
恩施土家族苗族自治州	-4.8912713853653
罗清泉	-4.89183430765
蓦地	-4.89183430765
不中	-4.8929623458996
王国生	-4.8929623458996
蒋祝平	-4.8929623458996
傅德辉	-4.8935274656695
张湾区	-4.8935274656695
杨桥湖	-4.8935274656695
焦山河	-4.8935274656695
珞狮	-4.8935274656695
襄城区	-4.8935274656695
走马岭	-4.8935274656695
高基庙	-4.8935274656695
徐阶	-4.8952272505474
其时	-4.8957953271253
噷	-4.8957953271253
中央政治局	-4.8975040289304
之江	-4.8975040289304
以示	-4.8980750934202
繀	-4.8992194800689
绉	-4.8992194800689
勯	-4.8997928062009
掌门人	-4.9009417340718
那日	-4.9015173398312
或者说	-4.9020937095003
程灵素	-4.9020937095003
鐫	-4.9020937095003
天星	-4.9032487486968
会后	-4.9038274223093
啗	-4.9038274223093
闀	-4.9044068680015
閬	-4.9055680838856
一响	-4.9061498582283
山中	-4.9061498582283
再有	-4.9067324129527
鑳	-4.9073157501551
埌	-4.9078998719404
继位	-4.9078998719404
不仅如此	-4.908484780422
瀵	-4.90965696597
段正淳	-4.9102442473062
一点点	-4.9126013466168
一组	-4.9126013466168
三日	-4.9126013466168
潃	-4.9126013466168
侵略军	-4.9137847110599
龢	-4.9143776046426
不多时	-4.9149713087431
垬	-4.9149713087431
两件	-4.916161157383
璺	-4.916161157383
语族	-4.916161157383
三路	-4.916757306388
搴	-4.917354274842
摆在	-4.917354274842
北洋军阀	-4.9191501195039
记者会	-4.9191501195039
看不到	-4.9197503884065
欏	-4.9215561892697
流贼	-4.9221597953181
山东省	-4.9227642414587
鏀	-4.9239756633931
嗘	-4.9245826438999
你家	-4.9251904739248
勭	-4.9251904739248
柯镇恶	-4.9257991558491
罗刹	-4.9257991558491
义父	-4.9270190849712
宋思明	-4.9270190849712
万人次	-4.9282424505179
董小宛	-4.9282424505179
西向东	-4.9300839846492
澧	-4.9306995687096
脚步声	-4.9306995687096
墮	-4.9319333606812
一时期	-4.9325515735712
几日	-4.9325515735712
鏍	-4.9325515735712
仪琳	-4.9331706677343
欐	-4.9337906456867
来时	-4.9344115099553
十三年	-4.9350332630778
新高	-4.9350332630778
金牙	-4.9350332630778
鐜	-4.9362794460904
多用	-4.9369038811109
